post_id,campaign_id,influencer_id,post_date,post_type,impressions,reach,likes,comments,shares,saves,click_throughs,conversions,revenue_attributed,is_fraud_account,sponsored_tag,budget_allocated
POST_000220,CAMP_0025,INF_0055,2023-02-10,post,274703,243639,15051,1927,463,1045,12853,454,22923.32,0,1,551.75
POST_000221,CAMP_0025,INF_0051,2023-01-21,reel,9441,8198,227,21,3,18,459,267,39681.72,0,0,551.75
POST_000222,CAMP_0025,INF_0066,2023-02-01,carousel,12076,10703,125964,60,14,6092,203,1,16.72,1,1,551.75
POST_000223,CAMP_0025,INF_0054,2023-01-29,carousel,12118,9076,84177,27,35,4471,461,4,55.85,1,0,551.75
POST_000224,CAMP_0025,INF_0060,2023-01-30,video,18880,14940,1844,126,103,43,387,55,2702.15,0,0,551.75
POST_000225,CAMP_0025,INF_0094,2023-01-31,reel,115570,107601,13725,1426,816,361,4142,236,32082.07,0,0,551.75
POST_000226,CAMP_0025,INF_0091,2023-02-13,story,216056,151980,6175,733,136,361,2162,327,61326.9,0,1,551.75
POST_000227,CAMP_0026,INF_0048,2023-11-19,reel,28091,20131,1359,169,55,76,978,37,4034.6,0,1,461.93
POST_000228,CAMP_0026,INF_0034,2023-11-11,reel,75470,69882,3716,505,108,163,2405,204,23756.18,0,0,461.93
POST_000229,CAMP_0026,INF_0075,2023-11-05,story,22532,17651,2629,255,119,98,271,30,2161.7,0,1,461.93
POST_000230,CAMP_0026,INF_0022,2023-10-21,story,113188,104095,9340,544,550,675,4716,266,20455.22,0,0,461.93
POST_000231,CAMP_0026,INF_0055,2023-11-12,video,216481,179718,10395,501,570,597,9583,346,18453.67,0,0,461.93
POST_000232,CAMP_0026,INF_0076,2023-10-24,post,54656,47174,1927,282,106,97,1955,178,18931.86,0,0,461.93
POST_000233,CAMP_0026,INF_0055,2023-11-13,post,83614,72247,7429,1023,412,368,1012,230,45831.31,0,0,461.93
POST_000234,CAMP_0026,INF_0063,2023-11-13,story,13732,12633,81034,33,25,3158,322,1,24.54,1,1,461.93
POST_000235,CAMP_0026,INF_0100,2023-10-24,post,261406,184696,28601,4061,677,2259,8564,408,25275.07,0,0,461.93
POST_000236,CAMP_0026,INF_0070,2023-11-16,carousel,76020,62122,6745,493,299,374,1009,254,13409.86,0,1,461.93
POST_000237,CAMP_0026,INF_0067,2023-11-19,video,100941,76274,3672,209,111,209,1426,17,3184.51,0,0,461.93
POST_000238,CAMP_0026,INF_0038,2023-11-03,post,8182,6601,944,78,38,60,264,362,30854.08,0,1,461.93
POST_000239,CAMP_0026,INF_0091,2023-11-11,reel,110086,91389,8933,1063,354,371,4647,278,38652.27,0,0,461.93
POST_000240,CAMP_0026,INF_0053,2023-11-13,reel,324484,242539,23320,1806,1090,950,14536,295,28278.0,0,1,461.93
POST_000241,CAMP_0027,INF_0047,2023-05-01,post,158286,145723,9387,645,105,153,3099,242,31545.58,0,0,2495.33
POST_000242,CAMP_0027,INF_0043,2023-04-21,carousel,206066,175778,6000,688,250,127,6133,53,6309.59,0,0,2495.33
POST_000243,CAMP_0027,INF_0062,2023-04-14,reel,82590,66476,4420,594,234,139,3269,93,16526.02,0,1,2495.33
POST_000244,CAMP_0027,INF_0006,2023-04-09,video,74428,61358,2363,108,47,106,3076,328,52518.47,0,1,2495.33
POST_000245,CAMP_0027,INF_0052,2023-04-16,carousel,29850,22970,2565,216,82,138,1250,317,41849.5,0,0,2495.33
POST_000246,CAMP_0027,INF_0015,2023-05-05,carousel,6463,5006,164,11,2,12,46,26,3728.12,0,1,2495.33
POST_000247,CAMP_0027,INF_0083,2023-04-14,video,19375,17192,938,102,42,33,128,303,49644.21,0,1,2495.33
POST_000248,CAMP_0027,INF_0046,2023-04-24,post,55959,40878,3239,123,101,227,1108,291,11941.88,0,1,2495.33
POST_000249,CAMP_0027,INF_0073,2023-04-11,video,63268,55740,2587,95,99,135,2560,332,39813.75,0,1,2495.33
POST_000250,CAMP_0027,INF_0012,2023-04-20,post,14975,12782,132965,43,38,5949,566,4,119.6,1,1,2495.33
POST_000251,CAMP_0027,INF_0078,2023-04-09,video,153924,131815,16680,966,409,304,6643,109,3299.29,0,1,2495.33
POST_000252,CAMP_0027,INF_0094,2023-04-18,story,28269,25372,1553,196,32,48,785,337,21636.01,0,1,2495.33
POST_000253,CAMP_0028,INF_0077,2023-03-17,carousel,166446,153793,16598,1783,565,703,6930,331,35848.97,0,0,2478.1
POST_000254,CAMP_0028,INF_0012,2023-02-24,carousel,9904,8630,198096,96,25,13067,445,4,82.87,1,1,2478.1
POST_000255,CAMP_0028,INF_0034,2023-02-23,carousel,27076,23053,1300,43,76,30,277,330,39872.73,0,1,2478.1
POST_000256,CAMP_0028,INF_0040,2023-03-04,story,230363,173701,20959,1311,300,653,2315,459,32313.22,0,0,2478.1
POST_000257,CAMP_0028,INF_0057,2023-02-24,story,91332,85021,2672,242,133,163,2608,473,54399.37,0,1,2478.1
POST_000258,CAMP_0028,INF_0097,2023-02-19,video,45006,35865,1342,198,48,94,459,77,4995.9,0,1,2478.1
POST_000259,CAMP_0028,INF_0084,2023-03-06,story,62426,44049,6543,880,174,412,2106,465,17597.35,0,0,2478.1
POST_000260,CAMP_0028,INF_0020,2023-02-22,post,38169,29329,1857,174,90,20,1260,353,17650.23,0,0,2478.1
POST_000261,CAMP_0028,INF_0084,2023-02-25,post,48213,34607,3612,225,206,191,975,421,32903.47,0,1,2478.1
POST_000262,CAMP_0028,INF_0093,2023-03-02,post,5625,4928,377,41,5,27,187,37,1651.69,0,1,2478.1
POST_000263,CAMP_0029,INF_0062,2024-01-05,video,208893,151304,5818,818,280,184,7102,300,15721.56,0,1,9399.5
POST_000264,CAMP_0029,INF_0032,2023-12-15,story,60160,53975,2549,339,104,182,1527,477,43782.11,0,0,9399.5
POST_000265,CAMP_0029,INF_0082,2023-12-28,post,15126,12509,834,71,15,32,561,403,35973.64,0,0,9399.5
POST_000266,CAMP_0029,INF_0072,2023-12-29,post,76264,63831,2066,136,68,161,1698,312,31288.96,0,1,9399.5
POST_000267,CAMP_0030,INF_0021,2023-10-04,carousel,102706,93378,5568,630,103,100,3268,352,15221.2,0,1,7286.67
POST_000268,CAMP_0030,INF_0070,2023-10-01,carousel,46947,41915,3029,202,91,110,1278,316,15321.76,0,0,7286.67
POST_000269,CAMP_0030,INF_0044,2023-09-09,post,12096,9836,409,40,19,12,395,424,12733.29,0,1,7286.67
POST_000270,CAMP_0031,INF_0020,2023-12-01,reel,4321,3025,306,40,16,15,211,41,3803.48,0,0,2657.64
POST_000271,CAMP_0031,INF_0069,2023-11-26,video,122958,97799,2842,232,112,136,4280,330,27746.94,0,1,2657.64
POST_000272,CAMP_0031,INF_0032,2023-12-11,post,16590,12169,969,136,50,14,94,88,6955.52,0,1,2657.64
POST_000273,CAMP_0031,INF_0058,2023-12-11,video,12155,11223,85592,20,13,5022,569,5,130.59,1,0,2657.64
POST_000274,CAMP_0031,INF_0092,2023-11-14,carousel,98667,81354,7420,623,206,453,3655,105,10732.18,0,1,2657.64
POST_000275,CAMP_0031,INF_0031,2023-11-17,carousel,144566,118599,11223,381,133,654,1647,257,38506.32,0,1,2657.64
POST_000276,CAMP_0031,INF_0095,2023-12-14,reel,102034,88873,7380,761,164,352,3171,332,51820.76,0,0,2657.64
POST_000277,CAMP_0031,INF_0044,2023-11-24,video,146555,115518,14340,1237,510,1124,2675,250,31893.53,0,0,2657.64
POST_000278,CAMP_0031,INF_0099,2023-11-29,carousel,12161,9026,970,64,47,13,602,143,5783.07,0,0,2657.64
POST_000279,CAMP_0031,INF_0035,2023-11-22,story,60728,55533,1984,77,97,21,608,139,7301.89,0,0,2657.64
POST_000280,CAMP_0031,INF_0009,2023-11-21,video,219417,163510,7704,644,388,361,1423,143,23313.25,0,0,2657.64
POST_000281,CAMP_0032,INF_0097,2023-08-13,story,124533,88864,5453,451,228,155,5215,117,15001.59,0,0,954.6
POST_000282,CAMP_0032,INF_0060,2023-07-30,video,35143,28769,2376,207,136,47,1552,482,58094.76,0,0,954.6
POST_000283,CAMP_0032,INF_0083,2023-07-21,carousel,102657,88218,6660,742,386,512,2507,359,69106.79,0,1,954.6
POST_000284,CAMP_0032,INF_0084,2023-08-10,post,47357,41843,4746,287,186,243,652,246,39713.18,0,1,954.6
POST_000285,CAMP_0032,INF_0076,2023-07-31,reel,185264,154012,7038,673,307,408,3856,435,18075.05,0,1,954.6
POST_000286,CAMP_0033,INF_0026,2023-03-04,video,289880,269783,31770,3605,720,932,7019,249,35428.03,0,1,1465.13
POST_000287,CAMP_0033,INF_0004,2023-03-10,story,27588,20538,755,93,22,11,1353,180,35876.33,0,0,1465.13
POST_000288,CAMP_0033,INF_0062,2023-03-22,reel,109054,101218,9220,396,341,553,1052,230,15438.91,0,0,1465.13
POST_000289,CAMP_0033,INF_0006,2023-03-02,reel,18560,16075,836,69,45,23,677,86,12124.89,0,1,1465.13
POST_000290,CAMP_0033,INF_0060,2023-03-26,reel,31308,26143,2841,348,96,29,1500,216,37473.48,0,1,1465.13
POST_000291,CAMP_0033,INF_0090,2023-04-01,reel,30183,23884,3425,250,151,238,612,215,8467.37,0,1,1465.13
POST_000292,CAMP_0033,INF_0022,2023-03-11,video,226031,208878,19162,980,229,1037,4784,206,29318.91,0,0,1465.13
POST_000293,CAMP_0033,INF_0060,2023-03-09,video,225018,179382,21046,984,413,1378,7640,378,75367.61,0,1,1465.13
POST_000294,CAMP_0033,INF_0013,2023-03-27,reel,193465,155038,19574,2857,211,485,6659,183,7233.85,0,1,1465.13
POST_000295,CAMP_0033,INF_0096,2023-03-25,post,252347,207485,27108,1297,1056,307,11563,483,20404.67,0,0,1465.13
POST_000296,CAMP_0033,INF_0009,2023-03-05,video,68865,58728,2276,115,28,155,542,167,28310.79,0,0,1465.13
POST_000297,CAMP_0033,INF_0061,2023-03-28,video,25834,20177,2581,145,129,202,798,228,19915.42,0,0,1465.13
POST_000298,CAMP_0033,INF_0038,2023-03-10,post,104485,92927,10376,1262,411,225,2261,181,7375.34,0,0,1465.13
POST_000299,CAMP_0033,INF_0077,2023-03-26,post,57850,40721,4523,208,224,199,305,333,44660.31,0,0,1465.13
POST_000300,CAMP_0033,INF_0065,2023-03-17,post,75293,56585,6413,874,197,351,2148,423,69660.03,0,1,1465.13
POST_000301,CAMP_0034,INF_0024,2023-08-08,story,50293,46052,1028,59,16,81,1400,281,55091.33,0,1,2376.0
POST_000302,CAMP_0034,INF_0018,2023-08-19,video,194574,160402,7940,288,124,168,9051,86,12598.26,0,0,2376.0
POST_000303,CAMP_0034,INF_0070,2023-07-21,reel,109280,96724,4475,269,182,334,1411,465,73902.15,0,0,2376.0
POST_000304,CAMP_0034,INF_0060,2023-07-26,story,106043,80329,2872,167,92,50,1617,306,26137.08,0,0,2376.0
POST_000305,CAMP_0034,INF_0072,2023-08-17,video,136170,100253,5446,745,74,408,3468,309,34715.94,0,1,2376.0
POST_000306,CAMP_0034,INF_0062,2023-07-21,carousel,36516,26105,3358,355,197,65,1582,113,9842.47,0,1,2376.0
POST_000307,CAMP_0034,INF_0009,2023-08-19,carousel,45464,42117,2471,336,99,124,1358,414,68341.51,0,0,2376.0
POST_000308,CAMP_0034,INF_0083,2023-07-28,reel,17467,15414,1260,168,26,77,281,252,43416.61,0,1,2376.0
POST_000309,CAMP_0035,INF_0044,2023-12-13,post,32368,23329,2366,207,118,148,1171,430,20063.74,0,1,1663.3
POST_000310,CAMP_0035,INF_0023,2023-12-03,video,21429,19596,1062,114,15,66,130,255,36652.69,0,1,1663.3
POST_000311,CAMP_0035,INF_0093,2023-12-20,reel,139730,127866,15009,1180,742,224,6316,199,27175.01,0,1,1663.3
POST_000312,CAMP_0035,INF_0095,2023-12-04,reel,33897,28985,2121,132,121,71,1591,287,36675.44,0,1,1663.3
POST_000313,CAMP_0035,INF_0092,2023-12-15,reel,61613,51766,3591,308,43,230,691,197,11779.71,0,1,1663.3
POST_000314,CAMP_0035,INF_0090,2023-12-04,post,55138,43014,4681,554,222,341,1525,456,88029.72,0,1,1663.3
POST_000315,CAMP_0035,INF_0042,2023-12-20,carousel,19941,17340,1142,96,40,54,361,434,22073.5,0,1,1663.3
POST_000316,CAMP_0035,INF_0005,2023-12-12,reel,213880,154002,19104,2815,1034,1391,3844,106,19252.1,0,0,1663.3
POST_000317,CAMP_0035,INF_0100,2023-12-18,reel,12396,9585,386,18,6,30,364,114,13510.93,0,0,1663.3
POST_000318,CAMP_0035,INF_0074,2023-12-23,post,78071,70945,5026,539,123,233,1570,42,1417.34,0,1,1663.3
POST_000319,CAMP_0036,INF_0066,2023-06-18,carousel,10785,8318,124549,68,15,9730,461,4,113.93,1,0,1108.2
POST_000320,CAMP_0036,INF_0079,2023-06-02,carousel,21736,19057,524,35,8,29,1065,143,13276.73,0,0,1108.2
POST_000321,CAMP_0036,INF_0049,2023-06-11,post,74001,69335,8698,817,139,651,889,22,2173.06,0,1,1108.2
POST_000322,CAMP_0036,INF_0067,2023-06-21,carousel,180184,158946,12142,786,694,905,3647,303,43441.39,0,0,1108.2
POST_000323,CAMP_0036,INF_0054,2023-05-27,video,19748,16872,60506,27,48,1538,416,4,49.35,1,1,1108.2
POST_000324,CAMP_0036,INF_0055,2023-05-27,reel,15737,13134,621,57,30,25,554,402,31053.54,0,0,1108.2
POST_000325,CAMP_0036,INF_0046,2023-06-07,video,92015,67813,6353,650,226,443,1990,38,7008.57,0,1,1108.2
POST_000326,CAMP_0036,INF_0057,2023-06-24,video,3084,2730,170,25,9,6,76,54,3600.08,0,0,1108.2
POST_000327,CAMP_0036,INF_0090,2023-05-29,post,229430,172518,25185,2957,773,1088,10103,437,56731.61,0,1,1108.2
POST_000328,CAMP_0036,INF_0031,2023-06-09,post,26173,21957,2069,155,21,123,1020,337,62496.58,0,0,1108.2
POST_000329,CAMP_0036,INF_0079,2023-06-14,story,23163,19075,1347,129,16,83,349,433,35219.7,0,0,1108.2
POST_000330,CAMP_0036,INF_0023,2023-06-05,video,22090,16453,2553,332,85,187,751,344,49262.62,0,0,1108.2
POST_000331,CAMP_0036,INF_0038,2023-06-14,video,37763,34631,2617,383,104,141,997,195,25112.33,0,0,1108.2
POST_000332,CAMP_0036,INF_0029,2023-06-10,post,81774,64548,6339,833,115,86,1737,39,2138.89,0,1,1108.2
POST_000333,CAMP_0036,INF_0085,2023-06-20,reel,8365,7107,610,86,21,13,163,402,54979.57,0,1,1108.2
POST_000334,CAMP_0037,INF_0083,2023-07-20,post,81318,59004,2740,174,134,57,1215,220,19327.71,0,0,4574.0
POST_000335,CAMP_0037,INF_0069,2023-07-13,reel,269248,216566,21901,2842,794,1623,2758,282,42619.51,0,0,4574.0
POST_000336,CAMP_0037,INF_0031,2023-07-10,carousel,54013,48120,2961,334,50,100,1995,236,42775.82,0,0,4574.0
POST_000337,CAMP_0037,INF_0069,2023-06-27,post,232737,220001,9829,1305,168,390,9154,126,10365.11,0,0,4574.0
POST_000338,CAMP_0037,INF_0069,2023-07-07,carousel,5091,3639,348,28,6,6,83,26,4285.3,0,0,4574.0
POST_000339,CAMP_0037,INF_0010,2023-06-27,post,81664,70855,7795,965,436,93,943,115,14937.64,0,1,4574.0
POST_000340,CAMP_0037,INF_0059,2023-07-07,carousel,10698,7671,142327,30,37,9588,420,5,111.3,1,0,4574.0
POST_000341,CAMP_0038,INF_0072,2023-03-13,reel,111820,83329,7874,904,223,274,2469,311,19117.6,0,0,6634.67
POST_000342,CAMP_0038,INF_0097,2023-03-07,story,64955,56912,2032,301,32,99,443,66,7811.34,0,1,6634.67
POST_000343,CAMP_0038,INF_0018,2023-03-09,video,44704,34540,2161,220,55,151,603,440,46407.9,0,0,6634.67
POST_000344,CAMP_0038,INF_0076,2023-02-23,video,286662,232057,19369,2159,367,1086,2529,355,40320.98,0,0,6634.67
POST_000345,CAMP_0038,INF_0001,2023-02-26,story,72157,54122,5704,240,320,394,1673,96,3936.07,0,0,6634.67
POST_000346,CAMP_0038,INF_0073,2023-03-17,video,157686,124418,11023,1342,532,624,7530,313,23914.88,0,1,6634.67
POST_000347,CAMP_0039,INF_0052,2023-02-07,reel,104194,98256,8631,398,129,317,3705,37,6332.67,0,0,8896.0
POST_000348,CAMP_0039,INF_0015,2023-02-06,post,77473,59916,2295,89,109,102,2147,402,45696.09,0,1,8896.0
POST_000349,CAMP_0039,INF_0046,2023-01-26,video,264426,214853,19742,2848,228,1376,6588,230,41312.91,0,0,8896.0
POST_000350,CAMP_0039,INF_0013,2023-01-27,story,4581,4026,393,48,21,17,45,94,10673.84,0,1,8896.0
POST_000351,CAMP_0040,INF_0067,2023-06-12,story,166162,130805,16059,1029,209,994,1031,312,11753.08,0,1,3435.0
POST_000352,CAMP_0040,INF_0069,2023-05-24,story,32399,27478,1766,128,48,130,257,348,24888.58,0,1,3435.0
POST_000353,CAMP_0040,INF_0058,2023-06-07,video,10531,8867,94506,12,39,6908,179,2,21.5,1,1,3435.0
POST_000354,CAMP_0040,INF_0048,2023-05-20,post,35507,27837,1833,180,47,82,1399,60,10044.93,0,1,3435.0
POST_000355,CAMP_0040,INF_0086,2023-05-19,carousel,43307,32632,2439,200,84,69,795,443,86650.02,0,1,3435.0
POST_000356,CAMP_0040,INF_0051,2023-05-25,reel,100535,84610,9479,388,494,447,2434,58,7575.79,0,1,3435.0
POST_000357,CAMP_0040,INF_0040,2023-05-23,video,61632,49341,6309,571,157,339,1565,349,42505.09,0,0,3435.0
POST_000358,CAMP_0040,INF_0050,2023-06-12,video,51895,39802,4687,625,182,256,2148,119,16938.11,0,1,3435.0
POST_000359,CAMP_0040,INF_0098,2023-06-09,story,217644,198280,17993,1667,507,696,9512,85,6023.4,0,0,3435.0
POST_000360,CAMP_0041,INF_0064,2023-12-23,post,58635,50489,2107,97,48,27,2199,421,32510.14,0,0,4189.47
POST_000361,CAMP_0041,INF_0085,2024-01-03,story,20939,18173,594,60,31,42,478,471,90603.93,0,0,4189.47
POST_000362,CAMP_0041,INF_0027,2023-12-30,carousel,21522,16420,2011,285,72,144,338,434,55843.37,0,0,4189.47
POST_000363,CAMP_0041,INF_0029,2024-01-04,video,239663,180826,12685,1270,374,221,3507,393,61493.9,0,1,4189.47
POST_000364,CAMP_0041,INF_0017,2023-12-28,reel,11690,9107,116664,85,8,4627,417,3,62.01,1,1,4189.47
POST_000365,CAMP_0041,INF_0069,2024-01-05,carousel,265926,188462,9172,798,260,566,10890,167,5608.3,0,0,4189.47
POST_000366,CAMP_0041,INF_0024,2023-12-17,reel,238799,199093,20813,1256,608,552,5948,337,65021.53,0,0,4189.47
POST_000367,CAMP_0041,INF_0024,2023-12-13,story,326042,245378,36761,5152,920,2658,15068,489,83061.69,0,1,4189.47
POST_000368,CAMP_0041,INF_0015,2024-01-05,video,273759,223872,23117,2883,547,899,11731,51,8667.12,0,1,4189.47
POST_000369,CAMP_0041,INF_0003,2023-12-25,carousel,302562,267599,9088,447,209,379,1885,43,3862.07,0,0,4189.47
POST_000370,CAMP_0041,INF_0080,2023-12-15,story,165497,139671,13738,1716,230,243,2686,215,13762.75,0,0,4189.47
POST_000371,CAMP_0041,INF_0032,2023-12-14,post,204951,178689,12508,1785,407,848,8398,457,70825.52,0,0,4189.47
POST_000372,CAMP_0041,INF_0049,2023-12-06,reel,17173,15984,655,88,37,36,570,462,58658.47,0,0,4189.47
POST_000373,CAMP_0041,INF_0100,2023-12-10,reel,54180,50902,4883,245,146,106,1653,229,30243.29,0,0,4189.47
POST_000374,CAMP_0041,INF_0043,2023-12-28,post,158615,118586,15438,2182,792,1085,6375,263,13188.69,0,1,4189.47
POST_000375,CAMP_0042,INF_0075,2023-10-21,story,82273,77668,3973,442,122,105,2081,219,36073.42,0,0,7915.25
POST_000376,CAMP_0042,INF_0039,2023-11-12,video,89407,77937,7574,305,253,453,3297,456,38738.03,0,1,7915.25
POST_000377,CAMP_0042,INF_0044,2023-11-09,carousel,6805,5970,176,12,3,11,35,475,42859.86,0,1,7915.25
POST_000378,CAMP_0042,INF_0021,2023-10-29,post,112314,92764,9785,448,534,735,4998,31,3989.17,0,0,7915.25
POST_000379,CAMP_0043,INF_0009,2023-10-03,video,24074,18554,587,26,31,41,784,437,33985.54,0,1,19618.67
POST_000380,CAMP_0043,INF_0072,2023-10-09,video,79446,56669,8680,589,518,177,1218,401,76794.96,0,0,19618.67
POST_000381,CAMP_0043,INF_0044,2023-10-06,story,64429,61027,5837,480,348,287,1649,484,55241.26,0,0,19618.67
POST_000382,CAMP_0044,INF_0085,2023-09-07,reel,59925,49827,5692,732,217,284,1422,349,45218.24,0,0,1833.4
POST_000383,CAMP_0044,INF_0087,2023-08-23,video,75199,59662,6594,899,74,494,734,358,70464.02,0,1,1833.4
POST_000384,CAMP_0044,INF_0013,2023-09-08,reel,10045,7858,663,76,22,8,331,331,63679.19,0,1,1833.4
POST_000385,CAMP_0044,INF_0010,2023-08-21,story,117212,91518,14063,1952,701,195,959,76,5010.86,0,1,1833.4
POST_000386,CAMP_0044,INF_0087,2023-08-26,post,18161,14476,686,100,36,26,619,55,1841.79,0,0,1833.4
POST_000387,CAMP_0045,INF_0013,2023-12-16,video,107627,99162,8647,631,128,374,3265,198,23195.91,0,1,3422.5
POST_000388,CAMP_0045,INF_0050,2023-12-17,story,28969,27326,2928,303,92,167,989,228,10442.64,0,0,3422.5
POST_000389,CAMP_0045,INF_0044,2023-12-26,video,195791,151757,16242,1509,398,1281,7008,233,10126.44,0,1,3422.5
POST_000390,CAMP_0045,INF_0081,2023-12-04,carousel,111191,89645,6979,685,262,115,3862,479,18042.08,0,1,3422.5
POST_000391,CAMP_0046,INF_0036,2023-04-05,carousel,51451,45329,1966,151,27,123,1299,458,68582.91,0,1,9568.8
POST_000392,CAMP_0046,INF_0059,2023-04-14,story,19276,17693,99071,37,16,1728,559,0,0.0,1,0,9568.8
POST_000393,CAMP_0046,INF_0077,2023-04-18,carousel,36051,31778,1340,116,59,41,1499,454,64382.61,0,1,9568.8
POST_000394,CAMP_0046,INF_0002,2023-04-01,reel,185124,167350,16481,1275,414,967,2493,74,3919.73,0,0,9568.8
POST_000395,CAMP_0046,INF_0075,2023-04-01,reel,44579,34558,1538,90,80,65,1173,449,73771.58,0,0,9568.8
POST_000396,CAMP_0047,INF_0012,2023-08-24,reel,11810,9706,179945,84,43,7922,373,5,105.43,1,1,1653.07
POST_000397,CAMP_0047,INF_0091,2023-09-04,video,66909,61709,4873,392,125,88,2209,42,3172.44,0,1,1653.07
POST_000398,CAMP_0047,INF_0074,2023-08-31,post,124468,105413,2748,177,53,159,5785,186,19433.06,0,1,1653.07
POST_000399,CAMP_0047,INF_0045,2023-09-07,story,46464,41770,4288,329,132,282,1998,491,70914.27,0,0,1653.07
POST_000400,CAMP_0047,INF_0049,2023-08-18,video,78751,73692,2253,198,42,100,1225,90,11967.96,0,0,1653.07
POST_000401,CAMP_0047,INF_0002,2023-08-16,reel,4573,3587,210,23,3,3,69,450,81926.0,0,0,1653.07
POST_000402,CAMP_0047,INF_0045,2023-09-12,post,66218,60480,3577,259,44,254,2131,459,57234.45,0,0,1653.07
POST_000403,CAMP_0047,INF_0025,2023-08-18,carousel,48891,41675,5604,705,325,392,468,396,19347.86,0,0,1653.07
POST_000404,CAMP_0047,INF_0030,2023-09-06,video,44235,39390,3671,493,203,164,1953,90,13843.74,0,0,1653.07
POST_000405,CAMP_0047,INF_0083,2023-08-15,post,109558,99555,11165,499,224,481,1961,222,35690.34,0,0,1653.07
POST_000406,CAMP_0047,INF_0040,2023-09-08,carousel,12899,10389,1180,94,48,30,529,135,7529.48,0,1,1653.07
POST_000407,CAMP_0047,INF_0034,2023-08-29,post,168060,149999,11071,1464,550,666,4752,195,37134.99,0,0,1653.07
POST_000408,CAMP_0047,INF_0011,2023-09-05,post,14981,13866,901,110,28,12,500,211,33562.23,0,1,1653.07
POST_000409,CAMP_0047,INF_0085,2023-08-26,reel,76714,69560,6757,651,170,493,2490,390,32497.99,0,0,1653.07
POST_000410,CAMP_0048,INF_0071,2023-04-10,carousel,113853,89217,11520,1242,561,699,4360,461,37461.02,0,0,3760.83
POST_000411,CAMP_0048,INF_0045,2023-04-29,post,193166,136347,9347,384,351,675,5659,276,24266.06,0,1,3760.83
POST_000412,CAMP_0048,INF_0021,2023-04-20,story,78831,67538,3972,320,140,138,563,384,15433.26,0,0,3760.83
POST_000413,CAMP_0048,INF_0055,2023-04-27,carousel,66980,58852,6275,529,371,474,2340,422,66160.68,0,0,3760.83
POST_000414,CAMP_0048,INF_0079,2023-04-25,post,52739,38304,4572,584,176,211,720,81,12266.61,0,1,3760.83
POST_000415,CAMP_0048,INF_0066,2023-04-22,post,6605,5409,88418,64,31,3645,142,0,0.0,1,1,3760.83
POST_000416,CAMP_0049,INF_0059,2023-07-17,post,12942,10532,169986,26,50,2087,156,4,109.06,1,1,1945.75
POST_000417,CAMP_0049,INF_0052,2023-07-30,post,327650,238999,26264,2075,421,823,7159,302,23927.58,0,1,1945.75
POST_000418,CAMP_0049,INF_0040,2023-08-11,story,30337,22870,1040,129,32,70,818,489,89009.25,0,0,1945.75
POST_000419,CAMP_0049,INF_0027,2023-07-24,video,90304,73941,9666,774,373,583,2912,299,31964.19,0,0,1945.75
POST_000420,CAMP_0049,INF_0050,2023-08-08,carousel,129933,112538,12495,1375,218,483,2010,382,32579.55,0,1,1945.75
POST_000421,CAMP_0049,INF_0043,2023-07-19,reel,77587,65405,8985,1229,420,590,2857,340,15317.03,0,0,1945.75
POST_000422,CAMP_0049,INF_0045,2023-07-30,post,149238,132469,5856,610,227,264,871,37,7131.37,0,0,1945.75
POST_000423,CAMP_0049,INF_0094,2023-08-08,carousel,3960,3372,160,20,8,6,27,306,32288.82,0,0,1945.75
POST_000424,CAMP_0049,INF_0049,2023-07-17,carousel,66369,49248,4081,543,105,81,1095,141,6411.87,0,0,1945.75
POST_000425,CAMP_0049,INF_0098,2023-08-05,reel,24390,18890,1481,74,60,25,278,176,10709.22,0,1,1945.75
