conversion_id,post_id,campaign_id,influencer_id,order_value,customer_ltv,touchpoint_number,discount_code_used,attribution_weight,conversion_date
CONV_0000269,POST_000015,CAMP_0002,INF_0029,257.7,990.14,3,0,0.3333,2023-10-18
CONV_0000270,POST_000015,CAMP_0002,INF_0029,440.46,2562.49,3,0,0.3333,2023-10-18
CONV_0000271,POST_000015,CAMP_0002,INF_0029,72.63,395.81,1,1,1.0,2023-10-18
CONV_0000272,POST_000015,CAMP_0002,INF_0029,333.51,2160.19,4,0,0.25,2023-10-18
CONV_0000273,POST_000015,CAMP_0002,INF_0029,294.27,2324.05,4,0,0.25,2023-10-18
CONV_0000274,POST_000015,CAMP_0002,INF_0029,361.44,1740.71,4,1,0.25,2023-10-18
CONV_0000275,POST_000015,CAMP_0002,INF_0029,417.14,1518.2,3,1,0.3333,2023-10-18
CONV_0000276,POST_000015,CAMP_0002,INF_0029,349.75,782.36,3,0,0.3333,2023-10-18
CONV_0000277,POST_000015,CAMP_0002,INF_0029,498.53,2793.91,1,0,1.0,2023-10-18
CONV_0000278,POST_000015,CAMP_0002,INF_0029,292.87,1088.69,3,0,0.3333,2023-10-18
CONV_0000279,POST_000015,CAMP_0002,INF_0029,417.04,2117.03,4,0,0.25,2023-10-18
CONV_0000280,POST_000015,CAMP_0002,INF_0029,114.58,567.34,4,0,0.25,2023-10-18
CONV_0000281,POST_000016,CAMP_0002,INF_0047,271.07,1294.93,1,0,1.0,2023-10-31
CONV_0000282,POST_000016,CAMP_0002,INF_0047,216.42,994.5,2,0,0.5,2023-10-31
CONV_0000283,POST_000016,CAMP_0002,INF_0047,307.34,1028.85,4,0,0.25,2023-10-31
CONV_0000284,POST_000016,CAMP_0002,INF_0047,209.56,572.69,1,0,1.0,2023-10-31
CONV_0000285,POST_000016,CAMP_0002,INF_0047,152.98,945.58,2,1,0.5,2023-10-31
CONV_0000286,POST_000016,CAMP_0002,INF_0047,425.55,2757.43,1,0,1.0,2023-10-31
CONV_0000287,POST_000016,CAMP_0002,INF_0047,46.44,101.2,1,0,1.0,2023-10-31
CONV_0000288,POST_000016,CAMP_0002,INF_0047,476.29,2333.89,2,0,0.5,2023-10-31
CONV_0000289,POST_000016,CAMP_0002,INF_0047,100.26,484.54,3,0,0.3333,2023-10-31
CONV_0000290,POST_000016,CAMP_0002,INF_0047,229.72,998.45,2,0,0.5,2023-10-31
CONV_0000291,POST_000016,CAMP_0002,INF_0047,126.46,871.05,3,0,0.3333,2023-10-31
CONV_0000292,POST_000016,CAMP_0002,INF_0047,280.97,2163.52,4,0,0.25,2023-10-31
CONV_0000293,POST_000016,CAMP_0002,INF_0047,252.37,1528.12,3,0,0.3333,2023-10-31
CONV_0000294,POST_000016,CAMP_0002,INF_0047,497.75,1426.72,4,1,0.25,2023-10-31
CONV_0000295,POST_000016,CAMP_0002,INF_0047,118.91,721.11,4,0,0.25,2023-10-31
CONV_0000296,POST_000016,CAMP_0002,INF_0047,41.63,108.9,4,0,0.25,2023-10-31
CONV_0000297,POST_000016,CAMP_0002,INF_0047,266.62,1253.16,1,0,1.0,2023-10-31
CONV_0000298,POST_000016,CAMP_0002,INF_0047,488.45,2433.54,3,0,0.3333,2023-10-31
CONV_0000299,POST_000016,CAMP_0002,INF_0047,381.81,1482.32,1,0,1.0,2023-10-31
CONV_0000300,POST_000016,CAMP_0002,INF_0047,476.18,2287.0,4,1,0.25,2023-10-31
CONV_0000301,POST_000017,CAMP_0002,INF_0065,305.37,1086.26,3,0,0.3333,2023-10-22
CONV_0000302,POST_000017,CAMP_0002,INF_0065,77.87,396.81,2,0,0.5,2023-10-22
CONV_0000303,POST_000017,CAMP_0002,INF_0065,154.2,911.27,1,1,1.0,2023-10-22
CONV_0000304,POST_000017,CAMP_0002,INF_0065,66.57,381.78,2,1,0.5,2023-10-22
CONV_0000305,POST_000017,CAMP_0002,INF_0065,381.47,3019.19,3,0,0.3333,2023-10-22
CONV_0000306,POST_000017,CAMP_0002,INF_0065,212.93,1461.28,2,0,0.5,2023-10-22
CONV_0000307,POST_000017,CAMP_0002,INF_0065,482.63,3121.72,3,1,0.3333,2023-10-22
CONV_0000308,POST_000017,CAMP_0002,INF_0065,438.49,1435.0,4,0,0.25,2023-10-22
CONV_0000309,POST_000017,CAMP_0002,INF_0065,180.27,861.19,4,0,0.25,2023-10-22
CONV_0000310,POST_000017,CAMP_0002,INF_0065,119.87,278.29,2,0,0.5,2023-10-22
CONV_0000311,POST_000017,CAMP_0002,INF_0065,470.09,1571.05,3,1,0.3333,2023-10-22
CONV_0000312,POST_000017,CAMP_0002,INF_0065,192.47,877.13,1,1,1.0,2023-10-22
CONV_0000313,POST_000017,CAMP_0002,INF_0065,95.03,200.83,1,0,1.0,2023-10-22
CONV_0000314,POST_000017,CAMP_0002,INF_0065,455.25,3548.04,4,0,0.25,2023-10-22
CONV_0000315,POST_000017,CAMP_0002,INF_0065,137.21,386.09,2,1,0.5,2023-10-22
CONV_0000316,POST_000017,CAMP_0002,INF_0065,265.95,662.35,1,1,1.0,2023-10-22
CONV_0000317,POST_000017,CAMP_0002,INF_0065,115.96,423.8,1,0,1.0,2023-10-22
CONV_0000318,POST_000017,CAMP_0002,INF_0065,453.86,1437.99,4,0,0.25,2023-10-22
CONV_0000319,POST_000017,CAMP_0002,INF_0065,187.47,815.54,3,0,0.3333,2023-10-22
CONV_0000320,POST_000017,CAMP_0002,INF_0065,304.1,1614.65,3,0,0.3333,2023-10-22
CONV_0000321,POST_000018,CAMP_0002,INF_0031,339.53,2061.48,4,0,0.25,2023-10-15
CONV_0000322,POST_000018,CAMP_0002,INF_0031,41.07,120.72,3,1,0.3333,2023-10-15
CONV_0000323,POST_000018,CAMP_0002,INF_0031,216.88,1067.23,4,0,0.25,2023-10-15
CONV_0000324,POST_000018,CAMP_0002,INF_0031,149.31,656.29,4,0,0.25,2023-10-15
CONV_0000325,POST_000018,CAMP_0002,INF_0031,33.36,160.37,2,0,0.5,2023-10-15
CONV_0000326,POST_000018,CAMP_0002,INF_0031,322.59,2102.86,1,1,1.0,2023-10-15
CONV_0000327,POST_000018,CAMP_0002,INF_0031,314.53,1135.13,2,0,0.5,2023-10-15
CONV_0000328,POST_000018,CAMP_0002,INF_0031,46.56,359.6,3,0,0.3333,2023-10-15
CONV_0000329,POST_000018,CAMP_0002,INF_0031,269.99,1307.32,2,1,0.5,2023-10-15
CONV_0000330,POST_000018,CAMP_0002,INF_0031,100.09,775.59,3,0,0.3333,2023-10-15
CONV_0000331,POST_000018,CAMP_0002,INF_0031,398.38,2767.34,2,0,0.5,2023-10-15
CONV_0000332,POST_000018,CAMP_0002,INF_0031,321.02,2334.4,4,1,0.25,2023-10-15
CONV_0000333,POST_000018,CAMP_0002,INF_0031,211.23,842.58,3,0,0.3333,2023-10-15
CONV_0000334,POST_000018,CAMP_0002,INF_0031,302.08,830.7,4,0,0.25,2023-10-15
CONV_0000335,POST_000018,CAMP_0002,INF_0031,178.02,633.54,4,1,0.25,2023-10-15
CONV_0000336,POST_000018,CAMP_0002,INF_0031,201.02,1279.65,2,0,0.5,2023-10-15
CONV_0000337,POST_000018,CAMP_0002,INF_0031,143.0,672.45,2,0,0.5,2023-10-15
CONV_0000338,POST_000018,CAMP_0002,INF_0031,230.53,980.68,1,0,1.0,2023-10-15
CONV_0000339,POST_000018,CAMP_0002,INF_0031,92.47,545.98,3,1,0.3333,2023-10-15
CONV_0000340,POST_000018,CAMP_0002,INF_0031,204.85,840.13,1,0,1.0,2023-10-15
CONV_0000341,POST_000019,CAMP_0002,INF_0036,323.76,1432.41,2,0,0.5,2023-10-17
CONV_0000342,POST_000019,CAMP_0002,INF_0036,224.33,1511.02,2,0,0.5,2023-10-17
CONV_0000343,POST_000019,CAMP_0002,INF_0036,468.81,2851.88,1,1,1.0,2023-10-17
CONV_0000344,POST_000019,CAMP_0002,INF_0036,86.58,685.63,4,0,0.25,2023-10-17
CONV_0000345,POST_000019,CAMP_0002,INF_0036,219.28,753.41,4,0,0.25,2023-10-17
CONV_0000346,POST_000019,CAMP_0002,INF_0036,173.33,1243.13,1,1,1.0,2023-10-17
CONV_0000347,POST_000019,CAMP_0002,INF_0036,178.94,1171.8,1,1,1.0,2023-10-17
CONV_0000348,POST_000019,CAMP_0002,INF_0036,216.12,1243.55,4,0,0.25,2023-10-17
CONV_0000349,POST_000019,CAMP_0002,INF_0036,282.85,947.22,2,0,0.5,2023-10-17
CONV_0000350,POST_000019,CAMP_0002,INF_0036,372.86,2265.75,2,0,0.5,2023-10-17
CONV_0000351,POST_000019,CAMP_0002,INF_0036,229.64,1130.08,3,0,0.3333,2023-10-17
CONV_0000352,POST_000019,CAMP_0002,INF_0036,65.0,351.85,4,0,0.25,2023-10-17
CONV_0000353,POST_000019,CAMP_0002,INF_0036,485.59,2140.5,1,0,1.0,2023-10-17
CONV_0000354,POST_000019,CAMP_0002,INF_0036,163.42,355.96,3,1,0.3333,2023-10-17
CONV_0000355,POST_000019,CAMP_0002,INF_0036,475.48,2810.61,2,0,0.5,2023-10-17
CONV_0000356,POST_000019,CAMP_0002,INF_0036,390.78,1268.68,1,0,1.0,2023-10-17
CONV_0000357,POST_000019,CAMP_0002,INF_0036,196.81,785.84,4,0,0.25,2023-10-17
CONV_0000358,POST_000019,CAMP_0002,INF_0036,285.67,2133.29,4,0,0.25,2023-10-17
CONV_0000359,POST_000019,CAMP_0002,INF_0036,328.11,2442.67,1,1,1.0,2023-10-17
CONV_0000360,POST_000019,CAMP_0002,INF_0036,169.65,1070.69,1,0,1.0,2023-10-17
CONV_0000361,POST_000020,CAMP_0002,INF_0089,33.33,69.28,4,0,0.25,2023-10-19
CONV_0000362,POST_000020,CAMP_0002,INF_0089,403.85,1212.44,3,1,0.3333,2023-10-19
CONV_0000363,POST_000020,CAMP_0002,INF_0089,306.02,1219.0,1,0,1.0,2023-10-19
CONV_0000364,POST_000020,CAMP_0002,INF_0089,246.04,1209.58,4,0,0.25,2023-10-19
CONV_0000365,POST_000020,CAMP_0002,INF_0089,101.3,632.91,2,1,0.5,2023-10-19
CONV_0000366,POST_000020,CAMP_0002,INF_0089,487.39,3777.55,1,0,1.0,2023-10-19
CONV_0000367,POST_000020,CAMP_0002,INF_0089,271.69,1421.83,1,0,1.0,2023-10-19
CONV_0000368,POST_000020,CAMP_0002,INF_0089,188.52,1003.54,4,0,0.25,2023-10-19
CONV_0000369,POST_000020,CAMP_0002,INF_0089,432.32,2185.58,2,0,0.5,2023-10-19
CONV_0000370,POST_000020,CAMP_0002,INF_0089,222.36,1637.38,1,0,1.0,2023-10-19
CONV_0000371,POST_000020,CAMP_0002,INF_0089,245.41,1131.5,2,0,0.5,2023-10-19
CONV_0000372,POST_000020,CAMP_0002,INF_0089,287.82,1805.04,1,0,1.0,2023-10-19
CONV_0000373,POST_000020,CAMP_0002,INF_0089,254.94,2024.57,2,0,0.5,2023-10-19
CONV_0000374,POST_000020,CAMP_0002,INF_0089,58.16,260.25,4,1,0.25,2023-10-19
CONV_0000375,POST_000020,CAMP_0002,INF_0089,166.54,463.04,1,1,1.0,2023-10-19
CONV_0000376,POST_000020,CAMP_0002,INF_0089,163.72,376.56,3,0,0.3333,2023-10-19
CONV_0000377,POST_000020,CAMP_0002,INF_0089,170.4,856.01,4,0,0.25,2023-10-19
CONV_0000378,POST_000020,CAMP_0002,INF_0089,31.75,135.13,2,0,0.5,2023-10-19
CONV_0000379,POST_000020,CAMP_0002,INF_0089,148.76,539.18,2,0,0.5,2023-10-19
CONV_0000380,POST_000020,CAMP_0002,INF_0089,264.2,1039.8,3,0,0.3333,2023-10-19
CONV_0000381,POST_000021,CAMP_0002,INF_0047,33.14,219.61,2,1,0.5,2023-10-31
CONV_0000382,POST_000021,CAMP_0002,INF_0047,409.85,2021.64,1,0,1.0,2023-10-31
CONV_0000383,POST_000021,CAMP_0002,INF_0047,271.87,862.37,2,0,0.5,2023-10-31
CONV_0000384,POST_000021,CAMP_0002,INF_0047,95.26,564.96,3,0,0.3333,2023-10-31
CONV_0000385,POST_000021,CAMP_0002,INF_0047,85.1,265.94,1,1,1.0,2023-10-31
CONV_0000386,POST_000021,CAMP_0002,INF_0047,299.93,1891.47,2,0,0.5,2023-10-31
CONV_0000387,POST_000021,CAMP_0002,INF_0047,234.55,1229.41,4,1,0.25,2023-10-31
CONV_0000388,POST_000021,CAMP_0002,INF_0047,79.51,266.59,2,0,0.5,2023-10-31
CONV_0000389,POST_000021,CAMP_0002,INF_0047,186.88,908.67,2,0,0.5,2023-10-31
CONV_0000390,POST_000021,CAMP_0002,INF_0047,468.53,2903.56,2,0,0.5,2023-10-31
CONV_0000391,POST_000021,CAMP_0002,INF_0047,439.34,2042.12,2,1,0.5,2023-10-31
CONV_0000392,POST_000021,CAMP_0002,INF_0047,20.95,74.81,2,0,0.5,2023-10-31
CONV_0000393,POST_000021,CAMP_0002,INF_0047,159.35,886.92,4,1,0.25,2023-10-31
CONV_0000394,POST_000021,CAMP_0002,INF_0047,134.59,960.26,4,0,0.25,2023-10-31
CONV_0000395,POST_000021,CAMP_0002,INF_0047,248.16,1107.03,4,0,0.25,2023-10-31
CONV_0000396,POST_000021,CAMP_0002,INF_0047,342.03,2081.52,2,0,0.5,2023-10-31
CONV_0000397,POST_000021,CAMP_0002,INF_0047,439.4,1592.8,3,1,0.3333,2023-10-31
CONV_0000398,POST_000021,CAMP_0002,INF_0047,492.82,3354.93,1,1,1.0,2023-10-31
CONV_0000399,POST_000021,CAMP_0002,INF_0047,286.94,1674.62,4,1,0.25,2023-10-31
CONV_0000400,POST_000021,CAMP_0002,INF_0047,146.28,334.79,1,0,1.0,2023-10-31
CONV_0000401,POST_000022,CAMP_0002,INF_0081,416.14,1304.41,3,0,0.3333,2023-11-07
CONV_0000402,POST_000022,CAMP_0002,INF_0081,317.16,2424.24,4,0,0.25,2023-11-07
CONV_0000403,POST_000022,CAMP_0002,INF_0081,375.14,1549.05,3,0,0.3333,2023-11-07
CONV_0000404,POST_000022,CAMP_0002,INF_0081,205.32,1529.18,1,0,1.0,2023-11-07
CONV_0000405,POST_000022,CAMP_0002,INF_0081,228.23,619.58,1,0,1.0,2023-11-07
CONV_0000406,POST_000022,CAMP_0002,INF_0081,288.86,1487.36,1,0,1.0,2023-11-07
CONV_0000407,POST_000022,CAMP_0002,INF_0081,229.42,546.48,2,0,0.5,2023-11-07
CONV_0000408,POST_000022,CAMP_0002,INF_0081,493.75,2495.86,2,0,0.5,2023-11-07
CONV_0000409,POST_000022,CAMP_0002,INF_0081,97.2,568.45,4,1,0.25,2023-11-07
CONV_0000410,POST_000022,CAMP_0002,INF_0081,102.32,295.94,4,0,0.25,2023-11-07
CONV_0000411,POST_000022,CAMP_0002,INF_0081,326.74,1003.11,1,1,1.0,2023-11-07
CONV_0000412,POST_000022,CAMP_0002,INF_0081,189.61,770.62,4,0,0.25,2023-11-07
CONV_0000413,POST_000022,CAMP_0002,INF_0081,334.21,2157.94,4,0,0.25,2023-11-07
CONV_0000414,POST_000022,CAMP_0002,INF_0081,306.43,1955.18,4,1,0.25,2023-11-07
CONV_0000415,POST_000022,CAMP_0002,INF_0081,163.56,1119.48,2,0,0.5,2023-11-07
CONV_0000416,POST_000022,CAMP_0002,INF_0081,284.95,2019.42,1,0,1.0,2023-11-07
CONV_0000417,POST_000022,CAMP_0002,INF_0081,497.81,3313.24,1,0,1.0,2023-11-07
CONV_0000418,POST_000022,CAMP_0002,INF_0081,291.71,1133.06,4,0,0.25,2023-11-07
CONV_0000419,POST_000022,CAMP_0002,INF_0081,302.52,1611.3,4,0,0.25,2023-11-07
CONV_0000420,POST_000022,CAMP_0002,INF_0081,448.49,3058.61,2,0,0.5,2023-11-07
CONV_0000421,POST_000023,CAMP_0002,INF_0073,238.3,697.63,3,0,0.3333,2023-10-19
CONV_0000422,POST_000023,CAMP_0002,INF_0073,395.71,1071.29,3,0,0.3333,2023-10-19
CONV_0000423,POST_000023,CAMP_0002,INF_0073,380.35,1933.82,3,1,0.3333,2023-10-19
CONV_0000424,POST_000023,CAMP_0002,INF_0073,290.65,2112.78,1,0,1.0,2023-10-19
CONV_0000425,POST_000023,CAMP_0002,INF_0073,443.02,3039.85,3,0,0.3333,2023-10-19
CONV_0000426,POST_000023,CAMP_0002,INF_0073,94.7,211.61,1,0,1.0,2023-10-19
CONV_0000427,POST_000023,CAMP_0002,INF_0073,429.93,3395.27,1,0,1.0,2023-10-19
CONV_0000428,POST_000023,CAMP_0002,INF_0073,330.65,2574.49,4,0,0.25,2023-10-19
CONV_0000429,POST_000023,CAMP_0002,INF_0073,51.73,123.51,2,0,0.5,2023-10-19
CONV_0000430,POST_000023,CAMP_0002,INF_0073,342.27,2490.88,4,0,0.25,2023-10-19
CONV_0000431,POST_000023,CAMP_0002,INF_0073,138.83,677.54,4,0,0.25,2023-10-19
CONV_0000432,POST_000023,CAMP_0002,INF_0073,67.71,487.33,4,1,0.25,2023-10-19
CONV_0000433,POST_000023,CAMP_0002,INF_0073,303.1,1128.47,1,0,1.0,2023-10-19
CONV_0000434,POST_000023,CAMP_0002,INF_0073,431.33,1375.97,2,0,0.5,2023-10-19
CONV_0000435,POST_000023,CAMP_0002,INF_0073,155.8,818.81,3,0,0.3333,2023-10-19
CONV_0000436,POST_000023,CAMP_0002,INF_0073,256.66,768.52,2,1,0.5,2023-10-19
CONV_0000437,POST_000023,CAMP_0002,INF_0073,229.82,799.34,4,0,0.25,2023-10-19
CONV_0000438,POST_000023,CAMP_0002,INF_0073,50.08,330.77,3,0,0.3333,2023-10-19
CONV_0000439,POST_000023,CAMP_0002,INF_0073,406.85,1703.97,4,0,0.25,2023-10-19
CONV_0000440,POST_000023,CAMP_0002,INF_0073,227.81,1274.12,1,0,1.0,2023-10-19
CONV_0000441,POST_000024,CAMP_0002,INF_0077,129.18,457.58,2,0,0.5,2023-10-24
CONV_0000442,POST_000024,CAMP_0002,INF_0077,368.89,1237.54,3,0,0.3333,2023-10-24
CONV_0000443,POST_000024,CAMP_0002,INF_0077,232.64,619.81,3,0,0.3333,2023-10-24
CONV_0000444,POST_000024,CAMP_0002,INF_0077,35.84,218.74,3,0,0.3333,2023-10-24
CONV_0000445,POST_000024,CAMP_0002,INF_0077,234.23,1796.44,2,0,0.5,2023-10-24
CONV_0000446,POST_000024,CAMP_0002,INF_0077,45.07,163.19,3,1,0.3333,2023-10-24
CONV_0000447,POST_000024,CAMP_0002,INF_0077,301.5,2200.98,4,0,0.25,2023-10-24
CONV_0000448,POST_000024,CAMP_0002,INF_0077,280.66,1074.27,2,0,0.5,2023-10-24
CONV_0000449,POST_000024,CAMP_0002,INF_0077,298.07,1574.98,4,0,0.25,2023-10-24
CONV_0000450,POST_000024,CAMP_0002,INF_0077,78.93,592.59,4,1,0.25,2023-10-24
CONV_0000451,POST_000024,CAMP_0002,INF_0077,143.55,836.49,4,1,0.25,2023-10-24
CONV_0000452,POST_000024,CAMP_0002,INF_0077,90.68,217.94,1,0,1.0,2023-10-24
CONV_0000453,POST_000024,CAMP_0002,INF_0077,124.19,305.09,4,0,0.25,2023-10-24
CONV_0000454,POST_000024,CAMP_0002,INF_0077,98.74,640.55,3,0,0.3333,2023-10-24
CONV_0000455,POST_000024,CAMP_0002,INF_0077,218.49,1090.09,3,0,0.3333,2023-10-24
CONV_0000456,POST_000024,CAMP_0002,INF_0077,400.23,1345.37,1,0,1.0,2023-10-24
CONV_0000457,POST_000024,CAMP_0002,INF_0077,314.84,2178.55,2,0,0.5,2023-10-24
CONV_0000458,POST_000024,CAMP_0002,INF_0077,142.23,693.03,4,1,0.25,2023-10-24
CONV_0000459,POST_000024,CAMP_0002,INF_0077,413.13,3207.86,3,0,0.3333,2023-10-24
CONV_0000460,POST_000024,CAMP_0002,INF_0077,402.04,1617.44,1,1,1.0,2023-10-24
CONV_0000461,POST_000025,CAMP_0003,INF_0077,110.48,632.12,4,0,0.25,2023-09-27
CONV_0000462,POST_000025,CAMP_0003,INF_0077,235.43,632.72,4,0,0.25,2023-09-27
CONV_0000463,POST_000025,CAMP_0003,INF_0077,290.94,749.11,4,1,0.25,2023-09-27
CONV_0000464,POST_000025,CAMP_0003,INF_0077,174.14,1049.56,1,0,1.0,2023-09-27
CONV_0000465,POST_000025,CAMP_0003,INF_0077,155.44,664.37,1,0,1.0,2023-09-27
CONV_0000466,POST_000025,CAMP_0003,INF_0077,214.43,1033.33,3,0,0.3333,2023-09-27
CONV_0000467,POST_000025,CAMP_0003,INF_0077,466.52,3592.67,2,1,0.5,2023-09-27
CONV_0000468,POST_000025,CAMP_0003,INF_0077,220.72,978.8,3,0,0.3333,2023-09-27
CONV_0000469,POST_000025,CAMP_0003,INF_0077,362.71,2417.1,3,0,0.3333,2023-09-27
CONV_0000470,POST_000025,CAMP_0003,INF_0077,350.03,1360.04,3,0,0.3333,2023-09-27
CONV_0000471,POST_000025,CAMP_0003,INF_0077,448.63,2938.86,4,1,0.25,2023-09-27
CONV_0000472,POST_000025,CAMP_0003,INF_0077,71.27,530.93,2,0,0.5,2023-09-27
CONV_0000473,POST_000025,CAMP_0003,INF_0077,116.97,822.51,3,0,0.3333,2023-09-27
CONV_0000474,POST_000025,CAMP_0003,INF_0077,93.31,550.06,2,1,0.5,2023-09-27
CONV_0000475,POST_000025,CAMP_0003,INF_0077,248.55,715.8,1,0,1.0,2023-09-27
CONV_0000476,POST_000025,CAMP_0003,INF_0077,224.82,1604.91,1,0,1.0,2023-09-27
CONV_0000477,POST_000025,CAMP_0003,INF_0077,447.76,2348.4,2,0,0.5,2023-09-27
CONV_0000478,POST_000025,CAMP_0003,INF_0077,402.61,1892.24,4,0,0.25,2023-09-27
CONV_0000479,POST_000025,CAMP_0003,INF_0077,345.78,1079.39,3,0,0.3333,2023-09-27
CONV_0000480,POST_000025,CAMP_0003,INF_0077,71.99,338.59,2,1,0.5,2023-09-27
CONV_0000481,POST_000026,CAMP_0003,INF_0011,92.36,718.45,3,0,0.3333,2023-09-16
CONV_0000482,POST_000026,CAMP_0003,INF_0011,50.54,112.67,3,1,0.3333,2023-09-16
CONV_0000483,POST_000026,CAMP_0003,INF_0011,241.26,1854.38,3,1,0.3333,2023-09-16
CONV_0000484,POST_000026,CAMP_0003,INF_0011,120.41,440.96,3,0,0.3333,2023-09-16
CONV_0000485,POST_000026,CAMP_0003,INF_0011,305.86,2350.0,4,0,0.25,2023-09-16
CONV_0000486,POST_000026,CAMP_0003,INF_0011,176.47,867.52,1,0,1.0,2023-09-16
CONV_0000487,POST_000026,CAMP_0003,INF_0011,270.76,673.61,4,1,0.25,2023-09-16
CONV_0000488,POST_000026,CAMP_0003,INF_0011,476.22,2679.98,4,1,0.25,2023-09-16
CONV_0000489,POST_000026,CAMP_0003,INF_0011,109.45,837.73,2,0,0.5,2023-09-16
CONV_0000490,POST_000026,CAMP_0003,INF_0011,233.67,654.17,2,0,0.5,2023-09-16
CONV_0000491,POST_000026,CAMP_0003,INF_0011,75.53,281.46,3,0,0.3333,2023-09-16
CONV_0000492,POST_000026,CAMP_0003,INF_0011,378.61,2389.49,2,0,0.5,2023-09-16
CONV_0000493,POST_000026,CAMP_0003,INF_0011,352.28,1092.36,3,0,0.3333,2023-09-16
CONV_0000494,POST_000026,CAMP_0003,INF_0011,136.97,698.25,4,0,0.25,2023-09-16
CONV_0000495,POST_000026,CAMP_0003,INF_0011,282.56,829.07,4,1,0.25,2023-09-16
CONV_0000496,POST_000026,CAMP_0003,INF_0011,247.33,497.62,2,1,0.5,2023-09-16
CONV_0000497,POST_000026,CAMP_0003,INF_0011,463.86,2959.24,3,0,0.3333,2023-09-16
CONV_0000498,POST_000026,CAMP_0003,INF_0011,222.51,1114.79,2,1,0.5,2023-09-16
CONV_0000499,POST_000026,CAMP_0003,INF_0011,289.54,965.96,1,0,1.0,2023-09-16
CONV_0000500,POST_000026,CAMP_0003,INF_0011,150.1,910.52,4,1,0.25,2023-09-16
CONV_0000501,POST_000027,CAMP_0003,INF_0009,156.8,1128.38,3,0,0.3333,2023-09-18
CONV_0000502,POST_000027,CAMP_0003,INF_0009,376.92,2018.54,4,0,0.25,2023-09-18
CONV_0000503,POST_000027,CAMP_0003,INF_0009,260.47,1634.41,3,0,0.3333,2023-09-18
CONV_0000504,POST_000027,CAMP_0003,INF_0009,107.32,454.5,4,0,0.25,2023-09-18
CONV_0000505,POST_000027,CAMP_0003,INF_0009,56.9,305.13,3,0,0.3333,2023-09-18
CONV_0000506,POST_000027,CAMP_0003,INF_0009,212.28,1032.98,3,0,0.3333,2023-09-18
CONV_0000507,POST_000027,CAMP_0003,INF_0009,285.32,848.99,1,0,1.0,2023-09-18
CONV_0000508,POST_000027,CAMP_0003,INF_0009,225.7,519.3,3,0,0.3333,2023-09-18
CONV_0000509,POST_000027,CAMP_0003,INF_0009,440.54,1793.23,4,0,0.25,2023-09-18
CONV_0000510,POST_000027,CAMP_0003,INF_0009,495.64,2135.37,3,0,0.3333,2023-09-18
CONV_0000511,POST_000027,CAMP_0003,INF_0009,173.62,686.72,2,0,0.5,2023-09-18
CONV_0000512,POST_000027,CAMP_0003,INF_0009,56.16,306.82,4,0,0.25,2023-09-18
CONV_0000513,POST_000027,CAMP_0003,INF_0009,266.68,686.72,4,0,0.25,2023-09-18
CONV_0000514,POST_000027,CAMP_0003,INF_0009,328.3,2443.13,3,0,0.3333,2023-09-18
CONV_0000515,POST_000027,CAMP_0003,INF_0009,41.52,176.72,3,0,0.3333,2023-09-18
CONV_0000516,POST_000027,CAMP_0003,INF_0009,322.85,2409.02,2,0,0.5,2023-09-18
CONV_0000517,POST_000027,CAMP_0003,INF_0009,172.02,1248.51,4,1,0.25,2023-09-18
CONV_0000518,POST_000027,CAMP_0003,INF_0009,172.27,558.23,2,0,0.5,2023-09-18
CONV_0000519,POST_000027,CAMP_0003,INF_0009,121.02,454.62,2,0,0.5,2023-09-18
CONV_0000520,POST_000027,CAMP_0003,INF_0009,21.22,130.46,1,1,1.0,2023-09-18
CONV_0000521,POST_000028,CAMP_0003,INF_0044,380.58,2958.85,4,0,0.25,2023-09-18
CONV_0000522,POST_000028,CAMP_0003,INF_0044,309.01,908.6,3,1,0.3333,2023-09-18
CONV_0000523,POST_000028,CAMP_0003,INF_0044,280.83,1929.92,1,0,1.0,2023-09-18
CONV_0000524,POST_000028,CAMP_0003,INF_0044,468.62,2541.76,1,0,1.0,2023-09-18
CONV_0000525,POST_000028,CAMP_0003,INF_0044,123.45,409.65,2,0,0.5,2023-09-18
CONV_0000526,POST_000028,CAMP_0003,INF_0044,142.32,515.69,1,1,1.0,2023-09-18
CONV_0000527,POST_000028,CAMP_0003,INF_0044,193.97,599.62,1,0,1.0,2023-09-18
CONV_0000528,POST_000028,CAMP_0003,INF_0044,428.36,1119.17,3,1,0.3333,2023-09-18
CONV_0000529,POST_000028,CAMP_0003,INF_0044,170.96,848.15,4,0,0.25,2023-09-18
CONV_0000530,POST_000028,CAMP_0003,INF_0044,148.08,974.45,4,0,0.25,2023-09-18
CONV_0000531,POST_000028,CAMP_0003,INF_0044,98.27,723.59,3,0,0.3333,2023-09-18
CONV_0000532,POST_000028,CAMP_0003,INF_0044,28.92,190.91,1,1,1.0,2023-09-18
CONV_0000533,POST_000028,CAMP_0003,INF_0044,79.36,587.85,2,0,0.5,2023-09-18
CONV_0000534,POST_000028,CAMP_0003,INF_0044,391.98,2023.49,2,0,0.5,2023-09-18
CONV_0000535,POST_000028,CAMP_0003,INF_0044,134.72,1025.46,4,1,0.25,2023-09-18
CONV_0000536,POST_000028,CAMP_0003,INF_0044,61.48,221.79,2,0,0.5,2023-09-18
CONV_0000537,POST_000028,CAMP_0003,INF_0044,154.06,1019.7,3,0,0.3333,2023-09-18
